timestamp,spo2,pulse,raw_hex
2026-07-25 11:42:38.707,95,63,00 00 5f 00 3f 00
2026-07-25 11:42:39.742,95,63,00 00 5f 00 3f 00
2026-07-25 11:42:40.777,95,63,00 00 5f 00 3f 00
2026-07-25 11:42:41.697,95,63,00 00 5f 00 3f 00
2026-07-25 11:42:42.732,95,63,00 00 5f 00 3f 00
2026-07-25 11:42:43.767,95,63,00 00 5f 00 3f 00
2026-07-25 11:42:44.802,95,63,00 00 5f 00 3f 00
2026-07-25 11:42:45.722,95,63,00 00 5f 00 3f 00
2026-07-25 11:42:46.757,95,63,00 00 5f 00 3f 00
2026-07-25 11:42:47.792,95,63,00 00 5f 00 3f 00
2026-07-25 11:42:48.713,95,63,00 00 5f 00 3f 00
2026-07-25 11:42:49.747,94,64,00 00 5e 00 40 00
2026-07-25 11:42:50.782,94,64,00 00 5e 00 40 00
2026-07-25 11:42:51.817,94,64,00 00 5e 00 40 00
2026-07-25 11:42:52.738,94,64,00 00 5e 00 40 00
2026-07-25 11:42:53.773,94,64,00 00 5e 00 40 00
2026-07-25 11:42:54.808,94,64,00 00 5e 00 40 00
2026-07-25 11:42:55.728,94,64,00 00 5e 00 40 00
2026-07-25 11:42:56.763,94,64,00 00 5e 00 40 00
2026-07-25 11:42:57.797,94,64,00 00 5e 00 40 00
2026-07-25 11:42:58.718,94,64,00 00 5e 00 40 00
2026-07-25 11:42:59.753,93,64,00 00 5d 00 40 00
2026-07-25 11:43:00.788,93,64,00 00 5d 00 40 00
2026-07-25 11:43:01.822,93,64,00 00 5d 00 40 00
2026-07-25 11:43:02.743,93,65,00 00 5d 00 41 00
2026-07-25 11:43:03.778,93,66,00 00 5d 00 42 00
2026-07-25 11:43:04.928,92,68,00 00 5c 00 44 00
2026-07-25 11:43:05.733,92,72,00 00 5c 00 48 00
2026-07-25 11:43:06.768,91,74,00 00 5b 00 4a 00
2026-07-25 11:43:07.804,91,78,00 00 5b 00 4e 00
2026-07-25 11:43:08.838,91,79,00 00 5b 00 4f 00
2026-07-25 11:43:09.759,91,81,00 00 5b 00 51 00
2026-07-25 11:43:10.794,91,82,00 00 5b 00 52 00
2026-07-25 11:43:11.829,92,83,00 00 5c 00 53 00
2026-07-25 11:43:12.749,93,83,00 00 5d 00 53 00
2026-07-25 11:43:13.783,95,83,00 00 5f 00 53 00
2026-07-25 11:43:14.819,96,83,00 00 60 00 53 00
2026-07-25 11:43:15.854,97,82,00 00 61 00 52 00
2026-07-25 11:43:16.774,97,81,00 00 61 00 51 00
2026-07-25 11:43:17.809,98,79,00 00 62 00 4f 00
2026-07-25 11:43:18.844,98,78,00 00 62 00 4e 00
2026-07-25 11:43:19.764,98,77,00 00 62 00 4d 00
2026-07-25 11:43:20.799,98,76,00 00 62 00 4c 00
2026-07-25 11:43:21.834,98,75,00 00 62 00 4b 00
2026-07-25 11:43:22.754,99,74,00 00 63 00 4a 00
2026-07-25 11:43:23.790,99,74,00 00 63 00 4a 00
2026-07-25 11:43:24.825,99,74,00 00 63 00 4a 00
2026-07-25 11:43:25.860,99,74,00 00 63 00 4a 00
2026-07-25 11:43:26.780,99,74,00 00 63 00 4a 00
2026-07-25 11:43:27.815,99,75,00 00 63 00 4b 00
2026-07-25 11:43:28.849,99,75,00 00 63 00 4b 00
2026-07-25 11:43:29.885,99,75,00 00 63 00 4b 00
2026-07-25 11:43:30.804,99,75,00 00 63 00 4b 00
2026-07-25 11:43:31.840,99,75,00 00 63 00 4b 00
2026-07-25 11:43:32.876,99,75,00 00 63 00 4b 00
2026-07-25 11:43:33.795,99,75,00 00 63 00 4b 00
2026-07-25 11:43:34.830,99,75,00 00 63 00 4b 00
2026-07-25 11:43:35.865,99,74,00 00 63 00 4a 00
2026-07-25 11:43:36.786,99,74,00 00 63 00 4a 00
2026-07-25 11:43:37.821,98,74,00 00 62 00 4a 00
2026-07-25 11:43:38.855,98,74,00 00 62 00 4a 00
2026-07-25 11:43:39.775,98,73,00 00 62 00 49 00
2026-07-25 11:43:40.811,98,73,00 00 62 00 49 00
2026-07-25 11:43:41.845,98,73,00 00 62 00 49 00
2026-07-25 11:43:42.880,98,72,00 00 62 00 48 00
2026-07-25 11:43:43.800,98,72,00 00 62 00 48 00
2026-07-25 11:43:44.836,98,71,00 00 62 00 47 00
2026-07-25 11:43:45.871,98,71,00 00 62 00 47 00
2026-07-25 11:43:46.791,98,70,00 00 62 00 46 00
2026-07-25 11:43:47.826,98,69,00 00 62 00 45 00
2026-07-25 11:43:48.861,98,69,00 00 62 00 45 00
2026-07-25 11:43:49.896,98,68,00 00 62 00 44 00
2026-07-25 11:43:50.816,98,68,00 00 62 00 44 00
2026-07-25 11:43:51.852,98,68,00 00 62 00 44 00
2026-07-25 11:43:52.886,98,68,00 00 62 00 44 00
2026-07-25 11:43:53.806,98,68,00 00 62 00 44 00
2026-07-25 11:43:54.842,98,68,00 00 62 00 44 00
2026-07-25 11:43:55.877,98,69,00 00 62 00 45 00
2026-07-25 11:43:56.911,98,70,00 00 62 00 46 00
